CODE,Q1,A1,P/F,Q2
38,지구물리학에 대해 설명해 주세요.,"지구물리학은 지구의 공전, 자전에 대한 연구 분야와 지구 중력을 측정하는 연구 분야로 구분할 수 있습니다. 그러나 해당 두 분야가 모두 현대 과학에서는 연구가 완성된 분야이기 떄문에 더 이상의 연구진행목적을 상실하였습니다.",F,
38,지구물리학에 대해 설명해 주세요.,지구물리학이란 물리학적 원리를 토대로 지구를 둘러싼 환경을 연구하는 학문입니다. 이에 지구에 영향을 받거나 주는 티양계 전체 행성과 지구의 달 역시 지구물리학의 연구 대상입니다. 이에 우주과학 등 관련된 지식을 필요로 합니다.,F,
38,지구물리학에 대해 설명해 주세요.,"지구에서 발생하는 현상을 물리학적으로 해법을 찾는 학문이 지구물리학입니다. 현재는 자연재해의 발생원인에 주안점을 맞추고 있으며, 각 재해의 원인을 파악하여 해당 원인이 발생할 때 재해가 일어나는 것을 예측함으로써 재해 예방에 큰 도움을 주고 있습니다",F,
38,지구물리학에 대해 설명해 주세요.,"지구물리학은 지구의 물리적 특성 및 물리 현상을 연구하는 분야이며, 좁은 의미로는 지구의 물리학적 특성과 관련된 현상들만을 가리켜, 지질학, 해양학, 대기학 등을 모두 포함하는 지구과학과 구분됩니다. 지구물리학의 연구 주제들로는 지구의 모양, 지구 중력장과 자기장, 내부 구조 성분 및 역학, 판 구조론, 마그마, 화산, 및 암석의 형성 역학 등이 있습니다.",P,지구중력장에 대해 설명해 주세요.
38,광상학에 대해 설명해 주세요.,광상은 우리 인간이 필요로 하는 천연자원이 집중적으로 농집되어 있는 장소를 말합니다. 우리 인간에게 유용한 천연자원이 집중적으로 농집되는 일은 지구에 있어서 일반적인 모습이 아니고 매우 예외적인 일입니다. 광상학은 이러한 예외적인 사건이 왜 지구에 일어났는지를 연구하는 기초과학의 성격을 띄고 있습니다.,P,천연자원의 중요성을 설명해 주세요.
38,광상학에 대해 설명해 주세요.,"광상 생성의 원인, 환경, 과정과 산출상태를 연구하는 학문으로, 지질학적인 분야와 지구화학적인 분야가 있습니다. 광범위한 지구과학 지식이 필요하며, 직접 광물을 합성하여 조건을 밝히기도 합니다. 오늘날에는 광물의 합성기술이 발달하여 천연조건에 가까운 합성조건에서 광물을 합성하여, 그 광물의 물리 ·화학적인 생성 조건을 밝히는 연구도 실시됩니다.",P,광물의 합성기술에 대해 설명해 주세요.
38,광상학에 대해 설명해 주세요.,광상이란 인간이 천연자원을 토대로 이를 제련하거나 가공하여 인간에게 경제적 가치를 지닌 자원으로 변모시키는 것을 말하며 광상학은 이러한 제련과 가공의 효율성을 높이는 방법을 연구하는 학문으로써 주로 광업과 연관하여 발전하고 있습니다,F,
38,광상학에 대해 설명해 주세요.,광상이란 천연자원이 밀집되어 있는 장소를 말하며 광상학이란 그러한 장소를 파악하고 그 장소의 경제적 가치를 탐구하는 학문입니다 .이는 20세기 초반에 활발하게 연구가 되었으나 현재에는 모든 천연자원의 소재지가 파악됨과 동시에 연구가 중단된 과거의 학문입니다.,F,
38,광상학에 대해 설명해 주세요.,"광상 생성의 원인을 파악하는 것도 광상학의 기본 연구 목적입니다. 주로 지질학과 지구물리학, 지구화학 등을 기본 베이스로 구축된 학문으로써 최근에는그 범위를 확장하여 광상에 대한 새로운 목적을 제시하거나 관광지를 유치하는 등의 역할도 하고 있습니다.",F,
38,동일과정설에 대해 설명해 주세요.,현재 지구상에서 일어나는 지질 과정이나 자연법칙이 과거 지질 시대를 통해서도 동일한 방법과 원리로 일어났다고 하는 이론으로 영국의 제임스 허턴이 주장한 것입니다. 허턴은 1785년에 이론을 발표하면서 “현재는 과거를 여는 열쇠이다.”라고 하면서 현재의 변화로 과거의 지질학적 역사를 유추할 수 있다고 주장하였습니다.,P,제임스허턴에 대해 설명해 주세요.
38,동일과정설에 대해 설명해 주세요.,허튼의 동일과정설을 견고하게 만든 많은 사례들 가운데 가장 대표적인 것은 1788년 방문한 스코틀랜드 베릭셔 해안에 위치하는 시카포인트의 경사부정합입니다. 그는 이 경사부정합은 기존에 수성론 또는 격변론에서 주장하는 한 번의 사건으로 만들어질 수 없으며 오랜 시간 침식이 일어나거나 퇴적 작용이 일어나지 않을 때 만들어질 수 있음을 깨달았습니다.,P,수성론에 대해 설명해 주세요.
38,동일과정설에 대해 설명해 주세요.,동일과정설이란 허튼에 의해서 고안된 개념으로 모든 생물이 동일한 시조를 통해서 진화했다는 가설입니다. 이에 지질학에서 연구중인 고생물이 현재 생존해 있는 생물과 비슷한  DNA를 가지고 있음이 확인됨에 따라 동일과정설에 힘이 실리고 있습니다.,F,
38,동일과정설에 대해 설명해 주세요.,동일과정설은 하나의 주기를 제안합니다. 지구가 빙기와 해빙기를 반복하는 것처럼 과거 지질 시대를 통해 현재와 미래의 지질 과정을 예측하는 것을 말합니다. 이는 영국의 제임스 허튼에 의해서 주장된 것으로 20세기에 이러한 가설의 바료는 모든 연구분야에 신선한 충격을 주었습니다.,F,
38,동일과정설에 대해 설명해 주세요.,허튼의 동일과정설을 보여주는 가장 큰 예시는 판구조론입니다. 동일과정설이 틀리다면 판이 충돌하거나 습곡하는 현상이 발생하지 않아야 하는데 판은 지속적으로 충돌과 습곡을 반복하며 유지되고 있기 때문입니다. 또한 이를 통해 이러나는 지진 역시 동일 과정설의 가설에서 확인됩니다.,F,
38,동일과정설에 대해 설명해 주세요.,허튼에 의해 제창된 이 내용은 18세기 후반 통용되었던 퀴비에의 격변론과 베르너의 수성론을 정면으로 반박하였습니다. 기독교적 세계관인 창조의 시점에 근거해 제시된 6000여 년의 짧은 지구 역사 대신 현재 관찰되는 자연 현상과 동일한 과정을 통해 지구의 모습이 만들어지기 위해서는 매우 긴 지구의 역사가 요구된다고 주장했습니다.,P,격변론에 대해 설명해 주세요.
38,면각일정의 법칙에 대해 설명해 주세요.,같은 종류의 광물 중에서 서로 다른 결정이 대해서 서로 대응하는 두 결정면의 면각은 같은 온도에서 항상 일정하다는 법칙입니다. 니콜라우스 스테노에 의해 밝혀진 것으로 결정연구에서 기본이 되는 법칙입니다. 같은 광물이면 내부의 결정구조가 같기 때문에 같은 결정면을 나타낸다는 것입니다. ,P,면각에 대해 설명해 주세요.
38,면각일정의 법칙에 대해 설명해 주세요.,"등온, 등압하에서 같은 종류의 결정은 대응하는 결정면이 이루는 각도가 항상 일정하다는 법칙입니다. 1669년 스테노가 발견하였는데, 이를 이용하여 구면투영법이 발전하였습니다. 면각일정의 법칙을 적용하면, 결정의 면각을 측정하여 결정면을 알아낼 수가 있습니다.",P,구면투영법에 대해 설명해 주세요.
38,면각일정의 법칙에 대해 설명해 주세요.,면각 일정의 법칙은 1869년 덴마크의 과학자 니콜라스 스테노가 발견한 법칙으로 서로 다른 물질로 된 광물 결정의 결정면들을 결합할 시 면각이 일정하게 유지된다는 법칙으로서 스테노가 머저 발견해서 스테노의 법칙으로도 칭해집니다.,F,
38,면각일정의 법칙에 대해 설명해 주세요.,같은 광물끼리는 면각이 서로 같기 때문에 면각을 알게되면 어떤 광물인지 추정할 수 있는 법칙을 말합니다. 정의상 광물은 천연의 화학적으로 조성이 일정하지 않으며 결정질로 된 균질하지 않은 고체이기 때문에 광물을 추정하기 어려웠는데 면각일정의 법칙을 통해서 각광물을 파악할 수 있게 되었습니다.,F,
38,면각일정의 법칙에 대해 설명해 주세요.,"결정면은 광물이 형성된 후, 환경에 따라 특정 부분의 길이가 달라지기 떄문에 광물 결정면의 길이는 일정하지 않으며 또 동시에 결정면끼리 이루는 각도는 결국 일정하지 않은 화학적 성질에 의해배열된 광물 입자에 의해 결정된 값이기 때문에 각기 다르지만, 면각을 통해 이를 광물의 성질을 파악할 수 있다.",F,
38,면각일정의 법칙에 대해 설명해 주세요.,"결정을 일정한 방법으로 놓으면 각 결정면에 세운 법선의 방향이 일정하게 되므로, 결정면은 구면상의 점으로 표현되는데 이것이 구면투영법, 즉 스테레오 투영 등으로 발전하였습니다. 1669년에 덴마크의 스테노가 여러 가지 수정의 결정면을 측정함으로써 발견하였으며 면각은 측각기를 이용하여 측정합니다.",P,스테노에 대해 설명해 주세요.
38,지층누중의 법칙에 대해 설명해 주세요.,"지층이 퇴적될 당시의 순서를 그대로 유지하고 있을 경우, 아래에 놓인 지층이 먼저 쌓이고 그 위의 지층은 나중에 쌓인다는 법칙입니다. 이것은 지층의 생성순서를 밝히는 데 기본이 되는 층서학의 법칙으로, 1791년 영국의 스미스에 의해 층서학의 기본법칙으로 확립되었습니다.",P,지층에 대해 설명해 주세요.
38,지층누중의 법칙에 대해 설명해 주세요.,"이  법칙은 지층이 수평하게 놓여 있거나 약간 기울어져 있는 경우에 곧바로 적용하여 지층의 상하판단에 이용할 수 있습니다. 그러나 지층이 역전되거나 옆으로 쓰러져 수직으로 놓여있는 경우에는 그대로 적용할 수 없으며, 이런 경우에는 화석 자료나 점이층리·사층리·연흔·건열 등과 같은 퇴적구조를 이용하여 지층의 상하를 판단해야 합니다.",P,점이층리에 대해 설명해 주세요.
38,지층누중의 법칙에 대해 설명해 주세요.,"지층누중의 법칙은 지사학의 5대 법칙 중의 하나로써 지질학에서 가장 자주 사용되는 법칙 중 하나이다. 5대법칙의 종류로는 지층누중의 법칙, 관성의 법칙, 부정합의 법칙, 동물군 천이의 법칙, 동일 과정의 법칙이 있으며 이중 지층누중의 법칙이 가장 자주 사용되고 있다.",F,
38,지층누중의 법칙에 대해 설명해 주세요.,지층에서 아래쪽 지층이 위쪽 지층보다 나중에 만들어진다는 법칙입니다.이로써 지층의 상대적인 생성 순서를 밝힐 수 있습니다. 이 법칙은 지층이 수직으로 놓여있거나 약간 기울어져 있는 경우에 바로 적용하여 지층의 상하 판단을 파악할 수 있게 합니다.,F,
38,지층누중의 법칙에 대해 설명해 주세요.,지층누중의 법칙은 지층이 역전되거나 옆으로 쓰러져 수직으로 놓여있을 경우에도 그대로 적용할 수 있습니다. 이 법칙은 덴마크의 지리학자 니콜라스 스테노에 의해서 처음 제기되었고 곧바로 주목받아 지리학에서 정립되어 지금까지 사용되고 있습니다.,F,
